Strategy,MR_lookback,MR_quantile,MR_long_short,MOM_lookback,MOM_long_short,MOM_neutral_band,trans_cost_bps,Sharpe,CAGR,Volatility,Max Drawdown,Win Rate,Avg Daily Turnover,Start,End,Days
MR,10,0.4,true,,,,0.0,0.9051453594733462,0.08124713597311572,0.09087043436165831,-0.18039338063178578,0.5232025492929695,0.23102589641434262,2000-01-18,2019-12-31,5021
MR,3,0.4,true,,,,0.0,0.8999539374895192,0.08167355389133579,0.09194654749584402,-0.15349589004837105,0.5190930787589498,0.3943206683906903,2000-01-06,2019-12-31,5028
MR,10,0.4,false,,,,0.0,0.892900718547395,0.1683595380359617,0.19583348035940526,-0.29095396804434503,0.5407289384584744,0.2299800796812749,2000-01-18,2019-12-31,5021
MR,3,0.4,false,,,,0.0,0.8438234906064013,0.1580785927741808,0.19685548743644576,-0.3184324143941397,0.5354017501988863,0.38989456932564154,2000-01-06,2019-12-31,5028
MR,5,0.4,true,,,,0.0,0.8293030354803693,0.07515606694068944,0.092566937157645,-0.19138689436656453,0.5159172304019101,0.30950248756218907,2000-01-10,2019-12-31,5026
